title_url,title,authors,image,description
https://49thshelf.com/Books/I/In-Between-Dreams2,In Between Dreams,Iman Verjee,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/in-between-dreams2/9781780746203_cover/109611444-1-eng-CA/9781780746203_cover_coverbookpage_embed.jpg,"Growing up in a sleepy Canadian town with parents who adore her, it’s difficult to understand why Frances is the way she is. Friendless, manipulative and at times very cruel, she reveres her father, yet resents her mother. Aloof and strange, she is a mystery to all who know her.Following a disastrous fourteenth birthday, and after her grandmother is found dead in the bathtub, Frances is sent away to boarding school. The Academy is an institution rife with teenage rivalry, secret rendezvous and budding friendships. But it is also a place where routines, rules and boundaries are enforced. It is here — alone for the first time — that Frances is forced to confront the true nature of her fallacious, white-picket-fence life.Intertwined with Frances’s narrative is that of her father, whose own childhood was riddled with secrets and burdens. As the two stories morph into one, we discover the truth about a young girl entering adulthood under the smoky weight of a terrible secret; of a life stolen and rediscovered and the fluid, easily traversed boundary between perversity and normality. "
https://49thshelf.com/Books/I/In-Calamity-s-Wake,In Calamity's Wake,Natalee Caple,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/in-calamity-s-wake/9781443406703_cover/327479560-1-eng-CA/9781443406703_cover_coverbookpage_embed.jpg,"Set in the badlands of the North American west in the late 1800s, In Calamity’s Wake tells the story of orphaned Miette’s quest to find her mother, the notorious Calamity Jane. Miette is reluctant to meet the woman who abandoned her—whom she knows only as an infamous soldier, drinker and exhibition shooter—but she sets out nonetheless across a landscape peopled with madwomen, thieves, minstrels and ghosts, many of whom add a thread to the story of her famous mother.Interspersed with Miette’s story are the stories of Jane as told in legend, history books, dime store novels and by the woman herself. As Miette makes her way to Deadwood, South Dakota, history and myth collide to create a picture of a remarkable woman whoshattered the expectations of her time, and a daughter who must confront the truth of her past. As in Billy the Kid or HBO’s Deadwood, In Calamity’s Wake blends fiction with real conversations and events to transport us, through vividly crafted atmosphere and seductive storytelling, to a side of the Wild West we’ve never seen before. "
https://49thshelf.com/Books/I/In-Calamity-s-Wake2,In Calamity's Wake,Natalee Caple,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/in-calamity-s-wake2/9781443406710_cover/424173448-1-eng-CA/9781443406710_cover_coverbookpage_embed.jpg,"The critically acclaimed novel, now available in paperbackIn the badlands of the North American west in the late 1800s, a young woman, Miette, embarks on a quest to find the mother who abandoned her: the notorious Calamity Jane. Miette knows Jane only as an infamous soldier, drinker and exhibition shooter, but she sets out nonetheless across a landscape peopled with madwomen, thieves, minstrels and ghosts, each of them adding to the story of her famous mother.As Miette makes her inevitable way to Deadwood, South Dakota, history and myth collide to create a picture of a remarkable woman who shattered the expectations of her time, and of a daughter who must confront the truth of her past. Blending fiction with real conversations and events, In Calamity's Wake transports us, through vividly crafted atmosphere and seductive storytelling, to a Wild West we've never seen before. "
https://49thshelf.com/Books/I/In-Case-I-Go,In Case I Go,Angie Abdou,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/in-case-i-go/9781551527031_cover/424519042-1-eng-CA/9781551527031_cover_coverbookpage_embed.jpg,"The latest by Angie Abdou: young Eli invokes the spirit, and the mistakes, of his great-great-grandfather.In Canada Reads finalist Angie Abdou's fifth work of fiction, Eli and his parents have returned to their family home in Coalton, a small mountain town. The parents, Nicholas and Lucy, hope that by escaping their hectic city lives, they will restore calm and stability to their marriage, but they find that once charming Coalton is no longer the remote idyll they remembered. Development of a high-end subdivision has disturbed a historic graveyard, drawing negative press from national media. While Nicholas works long hours at the local coal mine and Lucy battles loneliness and depression, Eli befriends Mary, a troubled Ktunaxa girl who lives next door. Both children, disturbed by visions of people and places long forgotten, are challenged to account for past lives of seduction and betrayal.A new kind of ghost story, In Case I Go is about the many ways we're haunted by the misdeeds of our ancestors. "
https://49thshelf.com/Books/I/Incidental-Music,Incidental Music,Carol Matthews,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incidental-music/9780889822344_cover/95184410-1-eng-CA/9780889822344_cover_coverbookpage_embed.jpg,
https://49thshelf.com/Books/I/Incidental-Music2,Incidental Music,Lydia Perovic,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incidental-music2/9781926708812_cover/295650879-1-eng-CA/9781926708812_cover_coverbookpage_embed.jpg,"Set in present-day Toronto, Incidental Music is a novel about three very different women. Petra is new to the city and eager to establish roots, but she keeps losing jobs, and finds it impossible to make friends or adopt a cause. Martha is prosperous, intellectual and compassionate, a happily married mother of grown children, who just might have built everything in her life on an impressive amount of self-deception. A retired opera singer, Romola left Hungary after the failed 1956 uprising, having played part in it as a member of a group of performing artists who called themselves Sektor 7. She is trying to cope with the haunting memories of an old love and her reasons for leaving the country, but her excursions to the past usually end mired in her long-ago operatic roles. The lives of the women overlap, but there is never any unison. Petra, Martha and Romola are like the three operatic voices--soprano, mezzo and alto--that sometimes pair up their melodic lines but never sing in complete accord.Incidental Music visits the troubled and fascinating period of the Hungarian Revolution, within its larger context of the Communist post-war years in Eastern Europe, explores Toronto's heritage and urban development, takes a sober outsider view of Canadian society and politics, and last, but not least, revels in the beauty of the opera--all through the tumultuous and passionate love affairs of its main characters. "
https://49thshelf.com/Books/I/Incident-at-Willow-Creek,Incident at Willow Creek,Don Hunter,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incident-at-willow-creek/9781897126417_cover/213974834-1-eng-CA/9781897126417_cover_coverbookpage_embed.jpg,"After her mother's death, Liz Thomas inherits the key to a bank lockbox containing the official government documents of Camp 10, a prisoner-of-war camp located in the sleepy town of Willow Creek, AB during World War II. As Liz desperately attempts to piece together reports on a life she never knew her mother had, she discovers a family secret so tragic that it was kept under lock-and-key for over sixty years of Canadian history. "
https://49thshelf.com/Books/I/Incident-Report-The,"Incident Report, The",Martha Baillie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incident-report-the/9781897141250_cover/96201130-1-eng-CA/9781897141250_cover_coverbookpage_embed.jpg,": In a Toronto library, home to the mad and the marginalized, notes appear, written by someone who believes he is Rigoletto, the hunchbacked jester from Verdi’s opera. Convinced that the young librarian, Miriam, is his daughter, he promises to protect her from grief. Little does he know how much loss she has already experienced; or does he? The Incident Report, both mystery and love story, daringly explores the fragility of our individual identities. Strikingly original in its structure, comprised of 140 highly distilled, lyric “reports,” the novel depicts the tensions between private and public storytelling, the subtle dynamics of a socially exposed workplace. The Incident Report is a novel of “gestures,” one that invites the reader to be astonished by the circumstances its characters confront. Reports on bizarre public behaviour intertwine with reports on the private life of the novel’s narrator. Shifting constantly between harmony and dissonance, elegant in its restraint and excitingly contemporary, The Incident Report takes the pulse of our fragmented urban existence with detachment and wit, while a quiet tragedy unfolds. Previous books, with dates and publishers:• The Shape I Gave You – Knopf 2006• Madame Balashovskaya’s Apartment - Turnstone Press 1999Translations of Madame Balashovskaya’s Apartment:An einem Regentag in Paris – Ebersbach 2001 (Germany)Madame B. titka - Kossuth 2003 (Hungary)• My Sister Esther – Turnstone Press 1995 "
https://49thshelf.com/Books/I/Incidents-in-the-Life-of-Markus-Paul,Incidents in the Life of Markus Paul,David Adams Richards,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incidents-in-the-life-of-markus-paul/9780385666541_cover/391826948-1-eng-CA/9780385666541_cover_coverbookpage_embed.jpg,"Searing, brilliant, and tension-filled, this is a foreboding tale about truth, lies and justice--quintessential David Adams Richards. 
     One fine sunny day in 1985, seventeen-year-old Hector Penniac, a Micmac boy from a local First Nations reserve, begins his first real job to earn money for university: placing logs in the hold of a cargo ship down at the wharf. By noon, Hector is dead. And his neighbour, a young white man named Roger Savage, is accused of killing him.     Taking this shocking incident as his starting point, and demonstrating his justly celebrated insight into the hearts and minds of diverse characters, including those most often silenced and misunderstood, master storyteller David Adams Richards subtly and precisely unravels a complex tale about crime and punishment, truth and lies, power and justice, that is at once an addictive mystery, a nuanced portrait of a close-knit community in crisis, and an illumination of some of the still-unhealed wounds at the heart of our country. "
https://49thshelf.com/Books/I/Incidents-in-the-Life-of-Markus-Paul2,Incidents in the Life of Markus Paul,David Adams Richards,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/incidents-in-the-life-of-markus-paul2/9780385666534_cover/192437202-1-eng-CA/9780385666534_cover_coverbookpage_embed.jpg,"Highly charged and profoundly important, Incidents in the Life of Markus Paul is a new masterpiece from one of Canada’s greatest writers.
 
On a bright morning in June 1985, a young Micmac man starts his first day of work—but by noon he is dead, killed mysteriously in the fourth hold of the cargo ship Lutheran. Hector Penniac had been planning to go to university, perhaps to study medicine. Roger Savage, a loner who has had to make his own way since his youth, comes under suspicion of killing Hector over a union card and a morning’s work. Even if he can’t quite put it into words, Roger immediately sees the ways in which Hector’s death will be viewed as symbolic, as more than an isolated tragedy—and that he is caught in a chain of events that will become more explosive with each passing day. 
 
The aging chief of Hector’s band, Amos Paul, tries to reduce the tensions raised by the investigation into Hector’s death and its connection to a host of other simmering issues, from territorial lines to fishing rights. His approach leads him into conflict with Isaac Snow, a younger and more dynamic man whom many in the band would prefer to lead them—especially when the case attracts press attention in the form of an ambitious journalist named Max Doran, the first of many outsiders to bring his own agenda and motives onto the Micmac reserve. Joel Ginnish, Isaac’s volatile and sometimes violent friend, decides to bring justice to Roger Savage when the authorities refuse to, blockading the reserve in order to do so. And though perhaps no one really means for it to happen, soon a single incident grows ineluctably into a crisis that engulfs a whole society, a whole province and in some ways a whole country. 
 
Twenty years later, RCMP officer Markus Paul—Chief Amos Paul’s grandson, who was fifteen years old when Hector was killed—tries to piece together the clues surrounding Hector Penniac’s death. The decades have passed, and much about the case has been twisted beyond recognition by the many ways that different people have sought to exploit it. But, haunted by the past, Markus still struggles towards a truth that will snap “those chains that had once seemed impossible to break.” (290)
 This is a novel that begins with an instant from today’s headlines, and digs down into the marrow to explore the oldest themes we know: murder and betrayal, race and history, the brutal and chaotic forces that guide the groups we are drawn into. Nothing is one-sided in David Adams Richards’ world—even the most scheming characters have moments of grace, while the most benevolent are shown to have selfish motives, or the need to show off their goodness. All are depicted with an almost Biblical gravity, framed by an understated genius of storytelling that makes this novel at once both an utterly gripping mystery, and a vitally important document of Canada’s broken past and divided present. "
https://49thshelf.com/Books/I/Indefensible,Indefensible,Pamela Callow,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/indefensible/9780778329220_cover/419914567-1-eng-CA/9780778329220_cover_coverbookpage_embed.jpg,"When Elise Vanderzell plummets from her bedroom balcony one gorgeous summer night, her children awaken to a nightmare.Their mother is dead.Their father is charged with her murder.Lawyer Kate Lange knows all about nightmares. She's survived the darkest period of her troubled life and the wounds are still raw. Now she's been handed a case that seems utterly unwinnable: defending her boss, high-profile lawyer Randall Barrett. A prosecutor's dream suspect, Randall is a man who was cuckolded by his ex-wife. A man who could not control his temper. A man who had argued bitterly with the victim the previous day in full view of the children.With limited criminal law experience, Kate finds herself enmeshed in a family fractured by doubt. Randall's teenage son is intent on killing him. His daughter wants only to feel safe again. And the entire legal community would like nothing better than to see Randall receive a public comeuppance. As Kate races to stay a step ahead of the prosecution, a silent predator is waiting for the perfect time to deal the final blow. "
https://49thshelf.com/Books/I/Independence2,Independence,Cecil Foster,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/independence3/9781443415071_cover/423928379-1-eng-CA/9781443415071_cover_coverbookpage_embed.jpg,"Independence is the rich, deeply moving story of the coming of age of a country and a boy, at the time of Barbados's independence from Britain in 1966. Fourteen-year-olds Christopher Lucas and Stephanie King have been neighbours and best friends since they were born a few months apart. They have been raised by their impoverished grandmothers since their mothers went ""over 'n' away"" to the U.S. and Canada to find work when the children were toddlers; no one has heard from the mothers since. The grandmothers are growing more and more desperate about their ability to support their charges. When the novel opens, there is a sudden and unexplained rift between Christopher and Stephanie following the return from Canada of a benefactor named Mr. Lashley, who lavishes gifts on Stephanie.Through a series of triumphs and catastrophes, Christopher and Stephanie determine their places in the world and take control of their lives. Rich with the details of Bajan culture, from food preparation to political and financial affairs, from sexuality to spirituality, Independence is a fascinating window onto a little-known world, and a touching portrait of a journey to adulthood and the women who guide it.  "
https://49thshelf.com/Books/I/In-Desperation2,In Desperation,Rick Mofina,https://images.49thshelf.com/var/ezflow_site/storage/images/books/i/in-desperation2/9780778329480_cover/420125336-1-eng-CA/9780778329480_cover_coverbookpage_embed.jpg,"Eleven-year-old Tilly Martin is dragged from her suburban bedroom. Her mother, Cora, pleads for mercy but the kidnappers are clear: if they don't get their $5 million back in five days, Tilly dies. If anyone contacts police, Tilly dies.Journalist Jack Gannon's estranged sister, Cora, disappeared without a trace decades ago. Now she is frantically reaching out to him for help. Cora tells him about the shameful mistakes she's made?but she guards the one secret that may be keeping her daughter alive.A twenty-year-old assassin, haunted by the faces of the people he's executed, seeks absolution as he sets out to commit his last murders as a hired killer.In the U.S. and Mexico, police and the press go flat out on Tilly's case. But as Gannon digs deeper into his anguished sister's past, the hours tick down on his niece's life and he faces losing a fragment of his rediscovered family forever. "
