title_url,title,authors,image,description
https://49thshelf.com/Books/B/Birthday-Present2,Birthday Present,Barbara Vine,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/birthday-present2/9780143170259_cover/153955200-1-eng-CA/9780143170259_cover_coverbookpage_embed.jpg,"It’s late spring 1990, and a love affair is flourishing between Ivor Tesham, a thirty-three-year-old rising star of Margaret Thatcher’s Conservative government, and Hebe Furnal, a stunning North London housewife stuck in a dull marriage. What excitement Hebe lacks at home, however, is amply compensated by the well-bred and intensely attractive Tesham – an ardent womanizer and ambitious politician.
  
 On the eve of her twenty-eighth birthday, Tesham decides to give Hebe a present to remember: something far more memorable than, say, the costly string of pearls he’s already lavished upon her. Years later, Tesham’s gift will ruin his career, his family, and his life.
   Set amid an age of IRA bombings, the first Gulf War, and sleazy politics, The Birthday Present is the gripping story of a fall from grace, and of a man who carries within him all the hypocrisy, greed, and self-obsession of a troubled era. "
https://49thshelf.com/Books/B/Birth-of-a-Bridge,Birth of a Bridge,Maylis de Kerangal,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/birth-of-a-bridge/9780889228894_cover/415047924-1-eng-CA/9780889228894_cover_coverbookpage_embed.jpg,"The consortium of workers who gather during construction of a mythical bridge – engineers, designers, divers, overseers, protesters – with their various nationalities and social classes present a microcosm of not just California, but humanity as a whole. Through strong use of metaphor, the story of the bridge's construction becomes, in a sense, the story of construction of the novel. "
https://49thshelf.com/Books/B/Bite-Me-If-You-Can3,Bite Me If You Can,Lynsay Sands,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bite-me-if-you-can3/9780060774127_cover/423940164-1-eng-CA/9780060774127_cover_coverbookpage_embed.jpg,"Once Bitten . . .One minute Leigh is walking home in the early hours of the morning, and the next a vampire is sinking his teeth into her neck. Turns out it was a rogue vampire marked for termination, but it does Leigh little good because the damage's already been done. She's become one of them.Lucian Argeneau, hunter of rogue vampires, has been alive for over two thousand years, and there's very little to excite him anymore. Food has become tasteless, sex is ordinary. Then Leigh drops into his life. Suddenly he finds himself craving coffee . . . and imagining the sassy brunette atop the black satin sheets on his nice big bed. It's Lucian's job now to enlighten Leigh on the inner workings of being immortal . . . and tutoring her is igniting a fire in him that hasn't burned in centuries.But until they stop a renegade bloodsucker from destroying the human race, passion will have to wait! "
https://49thshelf.com/Books/B/Bit-Rot,Bit Rot,Douglas Coupland,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bit-rot/9780345812148_cover/335687086-1-eng-CA/9780345812148_cover_coverbookpage_embed.jpg,"Bit Rot, a new collection from Douglas Coupland that explores the different ways 20th-century notions of the future are being shredded, is a gem of the digital age. Reading Bit Rot feels a lot like bingeing on Netflix... you can't stop with just one.
""Bit rot"" is a term used in digital archiving to describe the way digital files can spontaneously and quickly decompose. As Coupland writes, ""Bit rot also describes the way my brain has been feeling since 2000, as I shed older and weaker neurons and connections and enhance new and unexpected ones.""      Bit Rot the book explores the ways humanity tries to make sense of our shifting consciousness. Coupland, just like the Internet, mixes forms to achieve his ends. Short fiction is interspersed with essays on all aspects of modern life. The result is addictively satisfying for Coupland's legion of fans hungry for his observations about our world. For almost three decades, his unique pattern recognition has powered his fiction, and his phrase-making. Every page of Bit Rot is full of wit, surprise and delight. "
https://49thshelf.com/Books/B/Bit-Rot2,Bit Rot,Douglas Coupland,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bit-rot2/9780345812155_cover/391936894-1-eng-CA/9780345812155_cover_coverbookpage_embed.jpg,"uglas Coupland's latest collection, Bit Rot, is a gem of the digital age, exploring the different ways 20th-century notions of the future are being shredded. Reading Bit Rot feels a lot like bingeing on Netflix ... you can't stop with just one.

     ""Bit rot"" is a term used in digital archiving to describe the way digital files can spontaneously and quickly decompose. As Coupland writes, ""Bit rot also describes the way my brain has been feeling since 2000, as I shed older and weaker neurons and connections and enhance new and unexpected ones.""      Bit Rot the book explores the ways humanity tries to make sense of our shifting consciousness. Coupland, just like the Internet, mixes forms to achieve his ends. Short fiction is interspersed with essays on all aspects of modern life.The result is addictively satisfying for Coupland's legion of fans hungry for his observations about our world. For almost three decades, his unique pattern recognition has powered his fiction, and his phrase-making. Every page of Bit Rot is full of wit, surprise and delight. "
https://49thshelf.com/Books/B/Bitten2,Bitten,Kelley Armstrong,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bitten2/9780307358035_cover/419708360-1-eng-CA/9780307358035_cover_coverbookpage_embed.jpg,"An erotically charged thriller, Bitten will awaken the voracious appetite of every reader, as the age-old battle between man and beast, between human and inhuman forces, comes to a head in one small town and within one woman's body.Book 1 in the Otherworld series. "
https://49thshelf.com/Books/B/Bitter-Lake,Bitter Lake,Marika Deliyannides,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bitter-lake/9780889843745_cover/213079572-1-eng-CA/9780889843745_cover_coverbookpage_embed.jpg,"Past, present, and future collide when an unhappily pregnant, mid-thirties woman visits her childhood home near the shores of Bitter Lake. "
https://49thshelf.com/Books/B/Bitter-Paradise,Bitter Paradise,Ross Pennie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bitter-paradise/9781770414655_cover/425626522-1-eng-CA/9781770414655_cover_coverbookpage_embed.jpg," Fans of Bones and Coroner will love Dr. Zol Szabo, a doctor who is out to solve medical mysteries before it’s too lateAfter weeks of torture at the hands of Syria’s secret police, the bombing of his villa in the ancient city of Aleppo, and the murder of his daughter, trauma surgeon Dr. Hosam Khousa flees his fractured homeland with his wife and son. They make their way to Canada as refugees, where Hosam is forced to trade his prestigious scalpel for a barber’s humble clippers. Though he aches to regain his once- prominent surgical career, cutting hair in Hamilton, Ontario, seems a safe way to make a living, until a fellow Syrian is slashed to death in the barbershop. The ensuing gangland vendetta entangles Hosam and threatens his family.At the same time, epidemic investigators Dr. Zol Szabo and Natasha Sharma are battling an outbreak of vaccine-resistant polio that has struck the city with terrifying fury. When Hosam visits a friend clinging to life in the intensive care unit, he spots something that might help the investigation but will ruin his chance of retaking his place in the operating theater. The Great White North is not the sanctuary he expected, but it’s a bitter paradise he must learn to navigate.  "
https://49thshelf.com/Books/B/Bix-s-Trumpet-and-other-stories,Bix's Trumpet and other stories,Dave Margoshes,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/bix-s-trumpet-and-other-stories/9781897126189_cover/213968045-1-eng-CA/9781897126189_cover_coverbookpage_embed.jpg,"ave Margoshes explores uncharted territory of the human heart in this thoroughly engaging new collection of short stories. Like a small boy fascinated with bugs and frogs, Margoshes, a journeyman story-writer, holds his characters up to the light and lets them squirm. By and large, these people are content with their ordinary, somewhat humdrum lives, until they are shaken by unexpected stress:A woman learns her likeable step-father was a secret pornographer; an overheard boast of infidelity sends a marriage and a life into freefall; a middle-aged musician, satisfied with his place in the orchestra's second violin section, begins to re-examine his life when he discovers a long-buried family secret; winning a contest tests a friendship in an unexpected way; a surprise visit tilts an budding love affair over the edge; a teenaged girl finally comes to terms with grief when she swims in a lake named for her father.Bix's Trumpet and Other Stories offers surprising glimpses into people's lives, challenging us to observe the world, and life around us, a little closer. "
https://49thshelf.com/Books/B/Black-Alley,Black Alley,Mauricio Segura,https://images.49thshelf.com/var/ezflow_site/storage/images/books/b/black-alley/9781897231906_cover/116552243-1-eng-CA/9781897231906_cover_coverbookpage_embed.jpg,"In the Cote-de-Negre area of Montreal, the first stop for many new immigrants, live people of more than 100 nationalities, Marcelo, the sensitive son of Chilean refugees, and Cleo, a shy boy from Haiti, find friendship on the track, winning a major relay race together. Years later, in the same streets, two violent gangs, the Latino Power and the Bad Boys, confront each other, and their leaders must decide whether they will be united by their childhood friendship, or divided by race . .. A seminal statement about multicultural societies, this brilliantly constructed, deeply felt novel set off a controversy when it was first published in French. Its appearance in English is a literary event not to be missed. "
